book_title,book_description,book_rating,book_price,book_authors,book_features,book_cover_url
Aeroport,Müasir Amerika yazıçısı Arthur Hailey-in “Aeroport” romanı 1968-ci ildə ABŞ ədəbiyyatının ən yaxşı romanı hesab edilmişdir. Müəllif özünəməxsus dinamik tərzdə aeroport və onun öz ətrafında,,11.92 AZN,Arthur Hailey,Yumşaq,https://static.insales-cdn.com/images/products/1/4439/304165207/medium_Artur_Heyli_Aeroport_kapak.png
Və alov doğacaq,"Bütün çətinliklərə rəğmən Katnis Aclıq Oyunlarının qalibi oldu. O və 12-ci Bölgədən olan xərac həmkarı Pita Mellark möcüzə nəticəsində sağ qaldılar. Katnis artıq özünü rahat,",,11.92 AZN,Suzanne Collins,Bərk,https://static.insales-cdn.com/images/products/1/3947/304156523/medium_Alov_Dogacaq_Qapaq.png
Zığ-zığ quşu,"Katnis Everden Kvartal oyunlarından da sağ-salamat xilas oldu. Lakin onu gözləyən vəziyyət gözlədiyindən tamamilə fərqlidir: 12-ci Bölgə yerlə yeksan edilib, Pita Kapitol tərəfindən əsir alınıb.",,11.92 AZN,Suzanne Collins,Bərk,https://static.insales-cdn.com/images/products/1/305/304152881/medium_Zig_ZIg_qushu_qapaq.png
Qəhvəyi,"Rune adlı bir oğlan uşağı gün ərzində diqqəti heç nəylə çəkmir. Amma axşamlar o, heç nədən qorxmayan superqəhrəmana çevrilir. Əlində qəhvəyi boya və fırça gecələr",5,7.99 AZN,Håkon Øvreås,Yumşaq,https://static.insales-cdn.com/images/products/1/2839/304147223/medium_Hakon_Ovreas_Qehveyi_qapaq.png
İçindəki divi oyat,"Dünya şöhrətli Amerika yazıçısı və filosofu Anthony Robbinsin təqdim olunmuş bu kitabı, çox güman ki, sizdə dərin maraq oyadacaq, yaşam fəlsəfəsinə dair sizə geniş məlumat",,15.92 AZN,Entoni Robbins,Yumşaq,https://static.insales-cdn.com/images/products/1/4956/304141148/medium_Antoni_Robbins_Divi_oyat_qapaq.png
Bəbir,"Qatil kimdir? Jo Nesbonun “Bəbir” romanında bu sualın cavabı axtarılır. Yazıçı bütün roman boyu müxtəlif detallarla ona işarə verir, amma son ana qədər sualı açıq",5,15.92 AZN,Jo Nesbo,Yumşaq,https://static.insales-cdn.com/images/products/1/2556/304138748/medium_Jo_Nesbo_Bebir_kapak_Esas.png
Həminki mən,"Bu kitab Luiza Klarkın Nyu-Yorkdakı həyatından bəhs edir. O, Semlə tanış olandan sonra iş arxasınca Nyu-Yorka gedir. İlk günlər hər şey ürəyincə olur. Aqnes adlı",,11.92 AZN,Jojo Moyes,Bərk,https://static.insales-cdn.com/images/products/1/877/304137069/medium_JoJo_Moyes_Hemenki_men_kapak.png
Dayının yuxusu,"Mariya Aleksandrovna Moskalyova intriqabaz, hikkəli və hiyləgər qadındır. Məmurluqdan qovulmuş ərinə zülm edən, yaşadığı Mordasov şəhərində hamının nifrətini qazanan Mariya 23 yaşlı qızı Zinanı təsadüfən",,4.68 AZN,Fyodor Mixayloviç Dostoyevski,Yumşaq,https://static.insales-cdn.com/images/products/1/3433/303902057/medium_thumb.jpg
Doktor Cekil və cənab Haydın qəribə hekayəsi,"Robert Luis Stivensonun “Doktor Cekil və cənab Haydın qəribə hekayəsi” əsəri fantastik hadisələrlə zəngindir. Əsərdə insan təbiətinin haçalanması təsvir olunur. Mərhəmətli, cəmiyyətdə böyük hörmətə sahib",,2.79 AZN,Robert Lyuis Stivenson,Yumşaq,https://static.insales-cdn.com/images/products/1/6726/303127110/medium_Cekil_ve_Hayd_qapaq_Esas.png
Artıq adamın gündəliyi,"Bizə çox da yad olmayan rus ədəbiyyatı özün­də “artıq adam”ın bütöv nəslinin izlərini da­şımaqdadır: Puşkinin Yevgeni Onegini, Ler­mon­­tovun Peçarini, Qonçarovun Oblomovu, Tur­genevin Bazarovu və nəhayət",5,3.19 AZN,İvan Sergeyeviç Turgenyev,Yumşaq,https://static.insales-cdn.com/images/products/1/4468/302698868/medium_Turgenev_Artiq_Adam_Esas.png
Ruslan və Lüdmila,Puşkinin poemaları onun yaradıcılığında mü­hüm yer tutur. Şair hələ lisey illərində böyük həcm­li əsərlər yazmağa başlayır. İlk təcrübə ola­­­­raq “Ruslan və Lüdmila” poemasını yazıb. Bu,5,3.99 AZN,Aleksandr Puşkin,Yumşaq,https://static.insales-cdn.com/images/products/1/3182/302607470/medium_Pushkin_Ruslan_ve_Lyudmila_Esas.png
Poçt qutusu,"Bütün şüurlu həyatı ilə Azərbaycan xalqına, onun azad və xoşbəxt gələcəyinə xidmət edən, öz maarifçilik ideyaları ilə nadanlığa, səfalətə, savadsızlığa qarşı qələmilə mübarizə aparan Cəlil",5,3.99 AZN,Cəlil Məmmədquluzadə,Yumşaq,https://static.insales-cdn.com/images/products/1/3706/302591610/medium_Celil_Memmedquluzade_Poct_Qutusu_Esas.png
"Aldanmış kəvakib, yaxud hekayəti-Yusif şah","M.F.Axundzadə bu əsərlə Azərbaycan ədə­­biy­ya­­tında realist nəsrin banisi olmaqla ya­naşı, həm də milli ədəbiyyatımızda povest janrının əsasını qo­­yur. Povestdə Avropa maarifçilərinin “dünya­nı sağlam aqil idarə",5,3.19 AZN,Mirzə Fətəli Axundzadə,Yumşaq,https://static.insales-cdn.com/images/products/1/4465/302559601/medium_Axundov_Aldanmish_Kevakib_qapaq_Esas.png
Dahiliyə aparan yol - kitab 1,"Həyatın oyununda xırda uduşlardan bezmisiniz? Hiss edirsiniz ki, nəsə daha artığına qadirsiniz? Diqqətəlayiq uğurlara nail olmağa, heyranedici nəticələrə çatmağa və öz daxili potensialınızı reallaşdırmağa hazırsınız?Onda",5,7.99 AZN,Robin Şarma,Yumşaq,https://static.insales-cdn.com/images/products/1/8171/301768683/medium_Robin_Sharma_Dahiliye_aparan_yol.png
İtirilmiş zaman,Roman gənc bir qızın sevgilisinin Qarabağ mühari­bə­sində şəhid olması və buna görə ailə qurmaqdan imtina etməsi fonunda müharibənin insan talelərində yaratdığı faciələri oxuculara çatdırır. 90-cı,5,6.40 AZN,Xanım Mehdixanlı,Yumşaq,https://static.insales-cdn.com/images/products/1/2295/299780343/medium_ITIRILMISH_ZAMAN.jpg
Qum dəryasının kapitanları,“Qum dəryasının kapitanları” baiyalı yeniyetmələrin ağır həyatından söz açır. Acı həqiqətlərin zərgər dəqiqliyi ilə təsviri bu romanın fərqli cəhətidir. Yazıçı bizi həyatın axarına buraxılmış bu,5,7.99 AZN,Jorge Amado,Yumşaq,https://static.insales-cdn.com/images/products/1/7845/299777701/medium_Jorge_Amado_Qum_Kapitanlari_qapaq_Esas.png
İzabel üçün. Mandala,Antonio Tabukkinin “İzabel üçün. Mandala” romanı dün­­ya şöhrətli italyan yazıçısının sonuncu əsəridir və ölü­mün­dən sonra çap olunub. Romanda İzabel adlı itmiş portu­qaliyalı qadınla onun axtarışında,5,5.59 AZN,Antonio Tabukki,Yumşaq,https://static.insales-cdn.com/images/products/1/315/298631483/medium_Tabukki_Isabel_qapaq.png
Get gözətçi təyin et,"Maykomb, Alabama. 26 yaşlı Jan Luiza Finç – “Skaut” yaşlanmış atasına – Attikusa baş çəkmək üçün Nyu-Yorkdan vətənə qayıdır. Həmin vaxtlarda ölkədəki  insan haqları uğrunda",,10.32 AZN,Harper Lee,Yumşaq,https://static.insales-cdn.com/images/products/1/6298/298629274/medium_Harper_Li_Bulbulu_Gozetchi_qapaq.png
Bir damla göz yaşı,Bir damla göz yaşı,5,5.60 AZN,Kamil Fərəc,Yumşaq,https://static.insales-cdn.com/images/products/1/4978/296358770/medium_Kamil_Ferec_qapaq_Esas.png
Balaca şahzadə,"Balaca şahzadə — Antuan de Sent-Ekzüperinin ən məşhur əsəri, alleqorik hekayə. İlk dəfə 6 aprel 1943-cü ildə Nyu-Yorkda çap olunub. Kitabda şəkilləri Ekzüperi özü çəkib. Bu illüstrasiyalar kitabın özü qədər",,5.59 AZN,Antuan de Sent-Ekzüperi,Yumşaq,https://static.insales-cdn.com/images/products/1/7649/294149601/medium_Balaca_shahzade_qapaq_Esas_2.png
Yaşamaq haqqı,"Bu kitabda xalqımız qədim dövrdən bugünədək olan tarixi öz əksini tapmışdır. Əsər tarixi-traktat janrında yazılmışdır.  Əsrlərdir xalqımızın yaşadığı bəlalar, müsibətlər bu xalqın ədəbiyyatına, incəsənətinə necə",5,16 AZN,Anar,Bərk,https://static.insales-cdn.com/images/products/1/4118/292900886/medium_2020-02-20-10-43-501582181030.jpg
Vecinə almamağın incə sənəti,"Mark Manson amerikalı özünüinkişaf yazarı və məşhur bloggerdir. O, MarkManson.net saytının yaradıcısı və iki kitab müəllifidir.“Vecinə almamağın incə sənəti” adlı ikinci kitabı 2016-cı ildə işıq",4,7.99 AZN,Mark Manson,Yumşaq,https://static.insales-cdn.com/images/products/1/1387/291235179/medium_Mark_Menson_qapaq.png
Evə gələndə sevgi al,"Kitabda müəllifin on il ərzində yazılmışsevgi, tənhalıq, müharibə, azadlıq, həyat və fəlsəfə haqqında minimalist və sərbəst şeirləritoplanmışdır.",5,5.60 AZN,Amil Amal,Yumşaq,https://static.insales-cdn.com/images/products/1/6810/290077338/medium_EVE_GELENDE_SEVGI_AL.jpg
Korona virusu,"İndiyədək yer üzündə baş verən epidemiyalar, xüsusən vəba virusları «dünyaya ağalıq edib». Mikroskop altında çil-çirağı xatırladan qəhvəyi rəngli tac kimi görünən bu virus, ölkələr dağıdıb,",5,11.99 AZN,Rövşən Novruzoğlu,Yumşaq,https://static.insales-cdn.com/images/products/1/7511/289987927/medium_Rovshen_Novruzov_qapaq_ESAS.png
"Görüş, öpüş, üç siqaret",Üç gəncin taleyini kəsişdirən əbədi sevgi və dostluq mövzusuna yeni baxış. Əsərdə baş verənlər qəhrəmanlardan birinin dilindən danışılır və ötən hadisələrə  onun münasibətini əks etdirir.Kitab,,4 AZN,Fuad Vidadi oğlu,Yumşaq,https://static.insales-cdn.com/images/products/1/3176/289598568/medium_GORUSH.jpg
Acı həqiqət,"İsa Nəcəfovun “Acı həqiqət” adlı bu yeni kitabında 1990-cı illərdə Azərbaycanın mövcud ictimai-siyasi mənzərəsi təsvir edilmiş, həmin dövrdə ölkədəki kriminogen durum, dövlət idarəçiliyi orqanlarındakı vəziyyət,",5,7.99 AZN,İsa Nəcəfov,Yumşaq,https://static.insales-cdn.com/images/products/1/2362/289114426/medium_Zulfiye_Isa_qapaq_esas.png
Diriləri sağaltmaq,"Romandakı bütün hadisələr cəmi 24 saat ərzində baş verir. 24 saat – hər dəqiqəsi həyəcan, qorxu, sevinc, kədər, sevgi, ayrılıq və göz yaşlarıyla keçən 24",,7.99 AZN,Maylis de Kerangal,Yumşaq,https://static.insales-cdn.com/images/products/1/5637/287307269/medium_Maylis_de_Kerangal_qapaq_Esas.png
Kimsəsiz,"Üç insan, üç həyat və onları birləşdirən hadisələr. Bu üç insanı bir araya gətirən nədir? Keçmişdə yaşadıqlarımı, yoxsa gələcəyin sirlərlə dolu gerçəklərimi? Ayrı-ayrı ölkələrin vətəndaşları",,7.99 AZN,Amid Səlimoğlu,Yumşaq,https://static.insales-cdn.com/images/products/1/1085/285738045/medium_KIMSESIZ_tesdiq.jpg
"Kişilər marsdan, qadınlar veneradandır","Bəzən kişi və qadınların sevgi münasibətlərində fikir ayrılığı, lazımsız dava-dalaş və mübahisələr yaranır. Bu da çox vaxt səbəbsiz ayrılıqlara səbəb olur. Bu kitab münasibətlər arasındakı",,8.79 AZN,John Gray,Yumşaq,https://static.insales-cdn.com/images/products/1/76/285737036/medium_2019-12-22-20-55-521577033752.jpg
"Qayıtmasam da, gözlə","Əsərin qəhrəmanı Ejeni axtarışdadır. Xoşbəxtliyin nə olduğunu dəqiq bilməsə də, ona can atır. Günlərin bir günü qonaq olduğu Bakıda əntiq əşyalar dükanında Onu görür və",5,7.99 AZN,Aytən Cavanşir,Yumşaq,https://static.insales-cdn.com/images/products/1/3991/285347735/medium_Ayten_qapaq_Esas.png
Düşündürən nağıllar,"Bu kitabda toplanan nağıllar uşaqların inkişafında xüsusi təsir gücünə malik olmaqla yanaşı, xeyirxahlığı, yardımı, xoş əhval-ruhiyyə yaratmağın əhəmiyyətini təlqin edir. Kitabın əsas məqsədlərindən biri isə uşaqlarda",,5.59 AZN,Lia Şalvaşvili,Yumşaq,https://static.insales-cdn.com/images/products/1/8011/284467019/medium_RAsim_Nagillar_qapaq.png
Molli Mun dünyanı dondurur,Birnəfəsə oxuyacağınız bu kitab sizi Mollinin hipnotizm dünyasına aparacaq. Seriyanın ikinci kitabı olan bu əsərdə Molli dünyanı dondurmaq bacarığını kəşf edir. Dostu Rokki və sevimli,5,7.99 AZN,Corciya Binq,Yumşaq,https://static.insales-cdn.com/images/products/1/4194/284225634/medium_Corcia_Binq_2_qapaq__1_.png
Molli Munun hipnotik zaman səyahəti macərası,Molli Munun macəraları davam edir...Yetimxanada yaşayan yetim qız Molli Mun bu kitabda artıq özünün daha bir yeni bacarığını kəşf edir: zaman sə­ya­həti. Burada Molli sevimli,5,7.99 AZN,Corciya Binq,Yumşaq,https://static.insales-cdn.com/images/products/1/567/284222007/medium_Corcia_Binq_3_qapaq.png
Türkiyə karvanı,"Yakov İliçovun bu romanında 1920-ci illərin əvvəllərində gənc Sovet hökumətinin xarici siyasətinin mühüm bir mərhələsi öz real bədii əksini tapmışdır. Partiya MK-sının, şəxsən Leninin tapşırığı",5,9.52 AZN,Yakov İliçov,Yumşaq,https://static.insales-cdn.com/images/products/1/7288/282918008/medium_Yakov_Ilichov_Turk_Kervani_Esas.png
Qanbay Qasımlının xəfiyyələri,Bu kəndin dincliyi məktəb direktorunun meşəbəyi işləyən gənc oğlunun müəmmalı şəkildə yoxa çıxması ilə pozulur. Rayonun hüquq-mühafizə orqanları Ərşad adlı bu gəncin axtarışına başlayırlar. Onun,,7.22 AZN,Elxan Elatlı,Yumşaq,https://static.insales-cdn.com/images/products/1/1604/282420804/medium_1Qambay-Qasimlinin-xefiyyeleri---cover.jpg
Qanunsuz əməliyyat,Elxan Elatlının ,,7.57 AZN,Elxan Elatlı,Yumşaq,https://static.insales-cdn.com/images/products/1/8168/282419176/medium_qanun_01.jpg
Xəstə ruhlar,Bu mahalda baş verən faciələrin kökü 150 il əvvələ gedir. Rus pristavı o zaman nəsil şəcərəsinin bir ucu Səfəvilərə gedib çıxan Turkərənli Qaraxan ağanın barlı-bəhərli torpaqlarına bir,,8.42 AZN,Elxan Elatlı,Yumşaq,https://static.insales-cdn.com/images/products/1/7083/282418091/medium_Xeste-ruhlar--uz-qabigi-cover_1559112417.jpg
Cəhənnəmdən gələn səs,Detektiv romanlar müəllifi Elxan Elatlının ,,7.14 AZN,Elxan Elatlı,Yumşaq,https://static.insales-cdn.com/images/products/1/3569/282414577/medium_cehem_01.jpg
Bakıdan gələn xəfiyyə,Detektiv romanlar müəllifi Elxan Elatlının psixoloji detektiv janrında qələmə aldığı ,,5.95 AZN,Elxan Elatlı,Yumşaq,https://static.insales-cdn.com/images/products/1/2777/282413785/medium_agent_01.jpg
“The Paris Review” müsahibələri,"Dünyanın ən prestijli ədəbiyyat jurnallarından sayılan “The Paris Review” yarım əsrdən artıqdır ki, sənət dünyasının gizli qalmış tərəflərinə işıq tutur. Dünya ədəbiyyata yön vermiş sənətçilər",5,7.99 AZN,,Yumşaq,https://static.insales-cdn.com/images/products/1/2716/282397340/medium_Qismet_Paris_Review_qapaq.png
Satış psixologiyası,"Bu kitabın məqsədi, sizə, əvvəlkindən daha çox, daha sü­­rətli və daha asan satış etmək imkanı verəcək ideyalar, üsul­lar və strategiyalar təqdim etməkdir. Bu kitabda, satış",5,7.99 AZN,Brian Tracy,Yumşaq,https://static.insales-cdn.com/images/products/1/4806/282342086/medium_Traysi_Satish_Psixologiyasi_Esas.png
Metempsixoz,"“Mən hər dəqiqəni xatırlayıram. Düy­məsi həmişəlik yanılı qalmış diktofonam elə bil. Uşaqlıqda özümü çox güclü hesab edirdim, əmimin qalxanını əlimdə tuta bilmirdim, indi isə sığır.",,3.92 AZN,Kamran Novruzzadə,Yumşaq,https://static.insales-cdn.com/images/products/1/5307/281859259/medium_2019-12-10-23-19-021576005542.jpg
Persi Cekson və Əcinələr dənizi,“Persi Cekson və Əcinələr dənizi” Rick Riordanın “Persi Cekson və Olimplilər” adlı romanlar silsiləsinin ikinci romanıdır. Oxuculara artıq tanış olan “Persi Cekson və ildırım oğrusu”,5,7.99 AZN,Rik Riordan,Yumşaq,https://static.insales-cdn.com/images/products/1/5640/281769480/medium_Persi_Cekson_2_qapaq.png
On iki illik köləlik,"Solomon Northup-ın bu avtobioqrafik romanı Amerikanın 200 il öncəsinin müdhiş mənzərəsini açır. Romanı oxuduqca insanın sırf dərisinin rənginə, sosial təbəqəsinə görə başqa bir insana necə",5,7.99 AZN,Solomon Northup,Yumşaq,https://static.insales-cdn.com/images/products/1/4502/281768342/medium_Solomon_Nortap_qapaq_Esas.png
Komissar Meqre. Latış Pietr,“Latış Pietr” romanı 1930-cu ilin oktyabr ayında  dönəmin “Ric et Rac”  jurnalında  yayınlandıqdan  səkkiz ay sonra Meqre seriyasının ilk dedektiv romanı olaraq  1931-ci ildə nəşr,,3.99 AZN,Georges Simenon,Yumşaq,https://static.insales-cdn.com/images/products/1/2347/279701803/medium_Komissar_Meqre_Latish_Pietr_qapaq_CTP.png
Zahidlər,...Nyu-York sutenyoru ilə Montananın ucqar bir guşə­sində yaşayan fanatik-ekstremistin nə əlaqəsi ola bilər? Ta­mamilə qeyri-adi bir qətl üsulu: qurbanını öldürməzdən qabaq ona güclü anesteziya iynəsi,5,11.92 AZN,Sem Born,Yumşaq,https://static.insales-cdn.com/images/products/1/6211/279689283/medium_Sam_Born_Zahidler_qapaq_Esas.png
Uğurun qanunu,"“Uğurun qanunu” – həyatda müvəffəqiyyət qazanmaq haq­qında olduqca populyar kitablar müəllifi Napoleon Hillin əsas əsəridir. Müəl­lif bu kitabda Amerikanın çox vaxt sıfırdan başlamış, “taleyin zərbələri",4,9.52 AZN,Napoleon Hill,Yumşaq,https://static.insales-cdn.com/images/products/1/766/278323966/medium_Napoleon_Hill_Ugurun_Qanunu_qapaq.png
Maksimum nailiyyət,"Aparıcı futuristlər və biznesmenlər qeyd edirlər ki, insanlıq Qızıl Eraya qədəm qoyur. Qərbin demokratiya, insan azadlığı və sərbəst biznes idealları bütün dünyanı bürüyür və istəyi",,11.12 AZN,Brian Tracy,Yumşaq,https://static.insales-cdn.com/images/products/1/4381/278319389/medium_Brayan_Treysi_Maksimum_Nailiyyet_qapaq.png
Böyük Çörçill,"Boris Tenenbaumun “Böyük Çörçill” kitabı XX əsrin ən görkəmli siyasətçilərindən biri Uinston Çörçill haqqındadır. Qədim nəslin övladı olan, yaşamaq üçün vəsaiti qələmlə qazanan bu adam",5,13.52 AZN,Boris Tenenbaum,Bərk,https://static.insales-cdn.com/images/products/1/5032/278279080/medium_Boyuk_Chorchil_qapaq.png
Amerikanah,Laqousdakı orta məktəbdə oxuyan iki yeniyetmə – İfemelu və Obinze bir-birinə aşiq olur. Onların Nigeriyası hərbi diktatorluğun idarəsi altında idi. İnsanlar bacardıqları qədər ölkəni tərk,,11.92 AZN,Chimamanda Ngozi Adichie,Yumşaq,https://static.insales-cdn.com/images/products/1/6806/278256278/medium_Cimamanda_Ngozi_qapaq_esas.png
Qara Şəhər,"Rus yazıçısı Boris Akuninin “Qara Şəhər” romanı Azərbaycan oxucusu üçün ikiqat maraqlı olacaq. Çünki əsərdə hadi­sələr Bakıda, Qara şəhərdə, Yasamalda, İçərişəhərdə, Bibi­heybətdə cərəyan edir.Əsərdə köhnə",5,11.12 AZN,Boris Akunin,Yumşaq,https://static.insales-cdn.com/images/products/1/4796/278254268/medium_Akunin_Qara_Sheher_qapaq_Esas.png
