book_title,book_description,book_rating,book_price,book_authors,book_features,book_cover_url
"Silahlar, Mikroblar və Polad",“Heyrətamizdir... Bəşər tarixini anlamaq üçün ciddi bünövrə yaradır”. Bill Geyts “Böyük sualların və böyük cavabların kitabıdır...” Yuval Noah Harari “Bu kitabın əhatə dairəsi və izahedici,,16.92 AZN,Cared Daymod,Yumşaq,https://static.insales-cdn.com/images/products/1/1483/484918731/medium_get-product-image.jfif
Əsir düşərgəsi,"Bu, Lent.az-da yayımlanmış ",,5.87 AZN,Vüsalə Məmmədova,Yumşaq,https://static.insales-cdn.com/images/products/1/3117/484920365/medium_unnamed__4_.jpg
Necə ölməməli?!,“Necə ölməməli?!” kitabı xəstəliklərin səbəb olduğu ölüm riskinin qarşısını təkcə pəhrizin köməyi ilə almağın və ya bu riski azaltmağın elmi-innovativ dəlillərini təqdim edir. Məsələ burasındadır,,12.67 AZN,"Maykl Qreger, Gene Ston",Yumşaq,https://static.insales-cdn.com/images/products/1/4738/484921986/medium_get-product-image__1_.jfif
Bir ömür iki tale,"Fransada Akmed Mişel adı ilə tanınan “Xarqo” ləqəbli Əhmədiyyə Cəbrayılov... 1966-cı ildən indiyədək, yəni 50 ildən çoxdur televiziyada, radioda, mətbuatda, kitab və filmlərdə əfsanəvi qəhrəman",,21.24 AZN,Şain Sinaria,Yumşaq,https://static.insales-cdn.com/images/products/1/5376/484922624/medium_unnamed.jpg
Zamanın axınını lənətləyirəm,"1989-cu il. Berlin divarı dağılır. Gərgin payız günlərində 37 yaşlı Arvid Jansenin həyatı təsvir olunur. O, boşanmaq üzrədir. Arvidin anasına xərçəng diaqnozu qoyulub. Qadın “Holger",,6.04 AZN,Per Petterson,Yumşaq,https://static.insales-cdn.com/images/products/1/6006/484923254/medium_unnamed__1_.jpg
Təəssübkeş,Rza Aslanın İsanın şəxsiyyətinin araşdırılmasına həsr etdiyi “Təəssübkeş” əsəri İsa ilə bağlı təsəvvürlərdə ciddi təbəddülatlar yaradır. Müəllif İsanın yaşadığı dövrün müfəssəl təsvirini verir və düşündürücü,,13.18 AZN,Rza Aslan,Yumşaq,https://static.insales-cdn.com/images/products/1/6948/484924196/medium_77916-5a7782c862f5bde42a9dcedfe52d6727.jpg
Rəqəmsal dünyada uşaq böyütmək,"Övladlarımızla bərabər rəqəmsal bir dənizin içindəyik. Üzməyi həm özümüz öyrənməli, həm də onlara öyrətməliyik. Övladlarımızı dənizdəki müxtəlif təhlükələrdən qorumaq bizim borcumuzdur. Bəs bunu necə bacaracağıq?",,8.42 AZN,Kristi Qudvin,Yumşaq,https://static.insales-cdn.com/images/products/1/7553/484924801/medium_unnamed.png
On üç müəmma,"Miss Marpl yaşlı kənd qadınıdır. Ərə getməyib, evdar qadındır, bütün günü nəsə toxuyur, bağında çiçəklərə qulluq edir, arabir qonaq gedir, arabir qonaq qəbul edir. Bir",,6.72 AZN,Aqata Kristi,Yumşaq,https://static.insales-cdn.com/images/products/1/2658/484928098/medium_13-muəmma-1080x1665.png
Şeirlər,"Vətənini, yurdunu dərin məhəbbətlə sevən Şair Adiloğlunun şeirləri bədii təsvirlərlə geniş əhatə dairəsinə malikdir. Azərbaycan xalqının əsrlərlə ağır, faciəli taleyi Adiloğlunu həmişə düşündürüb. O, ədəbiyyat",,4 AZN,Məmməd Şair Adiloğlu,Yumşaq,https://static.insales-cdn.com/images/products/1/1246/490063070/medium_2021-03-19-12-34-261616142866.jpeg
Sevgi dərsi,Lalə Umud Bağırova Bakıda ziyalı ailəsində doğulub. BDU-nin filalogiya fakültəsinin tərcüməçilik ixtisasını bitirib. Azərbaycan Yazıçılar Birliyinin nəzdindəki ,,5.60 AZN,Lalə Umud,Yumşaq,https://static.insales-cdn.com/images/products/1/5930/490100522/medium_1548229676_dagustu-park-13.jpg
Zehnin Kəlməsi,,,8 AZN,Ali Ahlas,Yumşaq,https://static.insales-cdn.com/images/products/1/6979/490380099/medium_376810_32e8d_1636119599.jpg
Polad Necə Bərkidi,"“Poladı kabinet generalı yox, səngər generalı kimi yetişdirmişdim”. Səmayə Həşimova (Polad Həşimovun anası) “Müasir dövrümüzün fədakarlıq simvoluna çevrilmiş Polad Həşimovun hə­ya­tını belə incələmək, onu tanıdıqca",,9.50 AZN,İlqar Kamil,Yumşaq,https://static.insales-cdn.com/images/products/1/5519/490493327/medium_http___kitabal.az_img_books_8158785.jpg
Həyatım və İşim,"Henri Ford – avtomobil sənayesinin atası, ixtiraçı, mühəndis və sahibkar. O, XX əsrin ən yaxşı biznesmeni idi. İş dünyasındakı ənənəvi qaydaları ləğv edib yeni konsepsiya",,14.25 AZN,Henry Ford,Yumşaq,https://static.insales-cdn.com/images/products/1/5541/490493349/medium_http___kitabal.az_img_books_8402816.jpg
Şükriyyə Taleyim,"Aljir, SLON, Sibir... Kim ki Vətən-millət dedi, kim ki Azərbaycan dedi, yurdundan-yuvasından didərgin düşdü, güllələndi, sürgün olundu, müha­cirətə üz tutdu. Bu şəxslər son nəfəslərinə qədər",5,9.50 AZN,Ülviyyə Tahir,Yumşaq,https://static.insales-cdn.com/images/products/1/5744/490493552/medium_http___kitabal.az_img_books_5664198.jpg
Fatimə Fatimədir,"“Fatimə – böyük Xədicənin qızıdır” demək istədim. Gördüm ki, bu, Fatimə deyil. “Fatimə – həzrət Məhəmmədin qızıdır” demək istədim. Gördüm ki, bu da Fatimə deyil.",,9.50 AZN,Əli Şəriəti,Yumşaq,https://static.insales-cdn.com/images/products/1/5755/490493563/medium_http___kitabal.az_img_books_9181065.jpg
Vadidəki zanbaq,"“Vadidəki zanbaq” Balzakın ən çox oxunan romanlarından biridir. Kitabda ana sevgisindən məhrum qalan Feliks adlı bir gəncin içindəki sevgi təşnəliyini necə yatızdırmasından, özündən yaşca böyük",,12.26 AZN,Onore de Balzak,Yumşaq,https://static.insales-cdn.com/images/products/1/5688/490493496/medium_http___kitabal.az_img_books_983251.PNG
Gülən Adam,Böyük fransız şairi və yazıçısı Viktor Hüqonun “Gülən adam” əsəri XVIII əsrin əvvəllərində ingiltərə sahillərində qışın çovğununda tərk edilmiş bir uşağın həyat HEKAYƏSİDİR. “Gülən adam”,5,14.16 AZN,Viktor Hüqo,Yumşaq,https://static.insales-cdn.com/images/products/1/5718/490493526/medium_http___kitabal.az_img_books_8006624.PNG
Gizlindən Qeydlər,"Dostoyevski tədqiqatçılarının dediyi kimi, “Bütün dünyanın sevimli müəllifi olan Dostoyevski bu romandan başlayır”. “Gizlindən qeydlər” Dostoyevskinin dünyaya daha geniş müstəvidən baxdığı ilk romanıdır. Müəllifin yaradıcılığında",,6.56 AZN,Fyodor Dostoyevski,Yumşaq,https://static.insales-cdn.com/images/products/1/5785/490493593/medium_http___kitabal.az_img_books_5694447.PNG
Əlifba,"Şübhəsiz ki, hər birimizin ilk sevdiyi kitab məhz əlifba olub. Əlifbanın sayəsində hərfləri öyrənir, hərflərin sayəsində sözləri oxuyur və sözlərin sayəsində kitabların işıqlı dünyasına qədəm",,9.50 AZN,Günel Eminli,Yumşaq,https://static.insales-cdn.com/images/products/1/5653/490493461/medium_http___kitabal.az_img_books_2273090.jpg
Gecə Saat Üçdür və Mən Səni Sevirəm,"sən də çıxıb gedəndən buralarda hüzndür. yarıdan çox ağrımaq, sən bildiyin üzüntü... hər şey qoyduğun kimi, hər şey yerli-yerində. dəyişən heç nə yoxdur ayrılıq şəhərində...",,4.75 AZN,Ruzbeh,Yumşaq,https://static.insales-cdn.com/images/products/1/5606/490493414/medium_3867523.jpg
Kamil İnsan,Böyük filosof Mürtəza Mütəhhərinin bənzərsiz kitablarından olan bu kitabda müxtəlif fikir məktəblərinin “kamil insan” məfhumuna baxışları araşdırılır. Araşdırılan bir çox şərq və qərb məktəblərinin nöqsanları,,11.40 AZN,Mürtəza Mütəhhəri,Yumşaq,https://static.insales-cdn.com/images/products/1/5643/490493451/medium_http___kitabal.az_img_books_7972776.PNG
Bayraktar,"“Önəmli olan istehsal etmək yox, yeni fikirlər yaratmaq, ölkəmizin gələcəyi haqda düşünməkdir. Mübarizə ruhunuzu itirməyin, heç nədən qorxmayın, özünüzə inanın! Çünki mən də özümə inandım",,9.35 AZN,Məhəbbət Əsədova,Bərk,https://static.insales-cdn.com/images/products/1/1807/491259663/medium_MK_-_BR.jpg
Bir ümiddir yaşamaq,"Dəyərli oxucularım, kitabların əvvəlindəki bu “müəl­lifdən” bölümünü heç sevmirəm. Həmişə kitab oxu­yan­da, bu yerini sonraya saxlayıram. Bütün kitab elə müəllifdən deyil ki? Buranı adlayıb yazmaq",,6.40 AZN,,Rahim Telman Sadiqbəyli,https://static.insales-cdn.com/images/products/1/4223/495480959/medium_2021-12-03-09-02-251638507745.jpg
Qarışqa təqvimi,"“HƏYAT... qoca sehrbazın çubuğunun ucundakı illüziya köpüyü, siyənək balığının ülgüc kimi iti yelpənəkləri, molyuskların göz yaşından “doğulan” mirvari dənəsi, sarıdimdik qaranquş balasının ilk cikkiltisi, özünə",,5.99 AZN,Təranə Vahid,Yumşaq,https://static.insales-cdn.com/images/products/1/6860/495483596/medium_2021-11-13-09-00-131636779613.jpg
İkiyə bölünmüş ruh,"Hər şey qaranlığa doğan bir zərrə günəş şüası ilə başladı. Xatırlamaq çətin olsa da, bir az aydınlaşdırmağa çalışsam... Bənövşəyi və ağ rəngin parlaqlığından ibarət bir",,3.20 AZN,Vüqar Məmmədov,Yumşaq,https://static.insales-cdn.com/images/products/1/7019/495491947/medium_2021-09-03-12-41-071630658467.jpg
Adı Leylaydı,"Pərviz Arifin yaradıcılığına ötəri nəzər salmaq kifayətdir ki, onun necə parlaq istedada sahib olduğunu görəsən. O, həm əruz, həm heca, həm",5,5.70 AZN,Pərviz Arif,Yumşaq,https://static.insales-cdn.com/images/products/1/1553/496649745/medium_Adi_Leylaydi-uz.jpg
Xocalı şikəstəsi,"Ermənilər tərəfindən törədilən Xocalı soyqırımından bizi üç onillik ayırır. Aradan illər keçsə də, acı xatirələr hələ də insanlara əzab verir.  <span",5,9.36 AZN,Ulduz Qasım,Bərk,https://static.insales-cdn.com/images/products/1/8116/503373748/medium_ulduz-qas-m-n-xocal-ik-st-si-adl-kitab__1_.jpg
Ağ göyərçinlər,Moskvada yaşayan yazıçı-jurnalist Ulduz Qasımın Qarabağ faciəsi silsiləsindən oxuculara təqdim etdiyi növbəti kitabını – “Ağ göyərçinlər” romanını ideya və məzmun baxımından,,9.36 AZN,Ulduz Qasım,Bərk,https://static.insales-cdn.com/images/products/1/1817/503375641/medium_191439461_3956947864395662_5866459977626998334_n.jpg
Qürbət zöhrəsi,"Milli nəsrimizdə səmimiyyət və etiraf dərinliyinə görə seçilən “Qürbət zöhrəsi” romanında tələbəlik illərində ilk məhəbbəti daşa dəyən, taleyin faciəli düşüncə daşıyıcısı",,9.36 AZN,Ulduz Qasım,Yumşaq,https://static.insales-cdn.com/images/products/1/2864/503376688/medium_2-1-300x300.png
Tələbə gündəliyi,Ulduz Qasımın ,,9.36 AZN,Ulduz Qasım,Bərk,https://static.insales-cdn.com/images/products/1/3846/503377670/medium_20211115_163205.jpg
Solmayan Nərgiz,"Roman “Solmayan Nərgiz” adlanır. Bu, “Qürbət Zöhrəsi”, “Xocalı şikəstəsi” əsərlərindən sonra (hər iki roman Bakı ilə yanaşı, istedadlı türkiyəli yazar İmdad",5,9.36 AZN,Ulduz Qasım,Bərk,https://static.insales-cdn.com/images/products/1/4741/503378565/medium_2.png
Ağ diş,"Cek Londonun “Ağdiş” romanı, şübhəsiz, dünya klassikasının nadir incilərindən sayılır. Yazıçının həyat təcrübəsinin, sərrast müşahidələrinin məhsulu olan əsərin eyniadlı qəhrəmanı sərt iqlim şəraitində dünyaya göz",5,7.51 AZN,Cek London,Yumşaq,https://static.insales-cdn.com/images/products/1/5947/505034555/medium_agdis.jpg
Vicdanın labüd etdiyi savaş,Azərbaycan Yüksəliş Partiyasının Başqanı Anar Əsədlinin müəllifi olduğu ,,12 AZN,Anar Əsədli,Yumşaq,https://static.insales-cdn.com/images/products/1/7574/508001686/medium_b7c228bf8e59115eb2045eb6809361afebab7e492725091cd595eb8c0444cef1-rimg-w526-h346-gmir.jpg
Peşəkarlığın rəsmi,,,9.60 AZN,Səmayə Məmmədova,Bərk,https://static.insales-cdn.com/images/products/1/7876/508034756/medium_-aa6b7ad9164208503648634527210718368.jpg
Abbas Mirzə Şərifzadə Haqqında Xatirələr,"Xatirə Ədəbiyyatı silsiləsindən 42-ci kitab. Bu kitabda toplanan xatirələr Abbas Mirzə Şərifzadənin dostlarının, yoldaşlarının, tamaşaçıların onu unutmadıqlarını, onunla bağlı kiçik bir hadisəni, sevilməz bir epizodu",,4 AZN,,Yumşaq,https://static.insales-cdn.com/images/products/1/1274/508413178/medium_http___kitabal.az_img_books_7028593.jpg
Tanıdığım Əli Kərim,"Xatirə Ədəbiyyatı silsiləsindən 12-ci kitab. Azərbaycan poeziyasının görkəmli nümayəndəsi Əli Kərim haqqında yazılmış bu xatirə onun dostu, mərhum nasir və dramaturq Altay Məmmədova məxsusdur. Me-muarda",,4 AZN,Altay Məmmədov,Yumşaq,https://static.insales-cdn.com/images/products/1/1278/508413182/medium_http___kitabal.az_img_books_4439286.jpg
Sizsiz,"Tanınmış yazıçı, Azərbaycan Yazıçılar Birliyinin sədri Anarın “Sizsiz” əsəri xatirə-romandır. Bu əsəri oxumaqla yazıçını və onun ailəsini yaxından tanımaq mümkündür. Əsərdə atası Rəsul Rza, anası",,7.20 AZN,Anar,Yumşaq,https://static.insales-cdn.com/images/products/1/1285/508413189/medium_http___kitabal.az_img_books_2415892.jpg
Xatirələr. Keçmişlə Köçənlər,"Xatirə Ədəbiyyatı silsiləsindən 55-cı kitab Kitabda yazıçı, filosof Əlisa Nicatın ta uşaqlıqdan günümüzə qədər yaşadıqları, xatirələri, həyatında baş verən təbəddülatları, tərcümeyi-halının maraqlı məqamları, dövrün vacib",,5.60 AZN,Əlisa Nicat,Yumşaq,https://static.insales-cdn.com/images/products/1/1288/508413192/medium_http___kitabal.az_img_books_8862139.jpg
Bakı Rüzgarı,Xatirə Ədəbiyyatı silsiləsindən 35-ci kitab. Mir İsmayıl Seyidzadə 1918-ci ildə Azərbaycan hökumətinin Avropaya təhsil almağa göndərdiyi yüz gəncdən biri idi. “Bakı rüzgarı” onun bir ömür,,8 AZN,İsmayıl Saryal,Yumşaq,https://static.insales-cdn.com/images/products/1/1293/508413197/medium_http___kitabal.az_img_books_3799981.png
Məhəmmədhüseyn Şəhriyar Xatirələrdə,"Bu kitab böyük Azərbaycan şairi Şəhriyar (Seyid Məhəmmədhüseyn Behcət Təbrizi) haqqında xatirələrdən ibarətdir. Toplunun əvvəlində öz xatirələri də yer alıb. Əlavə olaraq, şairini qızı, qardaşı,",,6.40 AZN,,Yumşaq,https://static.insales-cdn.com/images/products/1/1302/508413206/medium_http___kitabal.az_img_books_7465848.PNG
Martiroloq və Tarkovski Haqqında,"Kitabda dahi rus rejissoru, filmləri ilə dünya kinosu tarixində əvəzedilməz iz buraxan Andrey Arseneviç Tarkovskinin öz yazdığı “Martiroloq” adlı gündəlikdən hissələr, o cümlədən, onun haqqında",,4 AZN,,Yumşaq,https://static.insales-cdn.com/images/products/1/1371/508413275/medium_http___kitabal.az_img_books_5677247.png
Əsas dəyərlər silsiləsi (9 kitab),,,13.30 AZN,,Yumşaq,https://static.insales-cdn.com/images/products/1/1339/508413243/medium_266017844_4606749566027262_4733039220707473557_n.jpg
Böyük adam olmuş uşaqlar – İbn Sina,"Böyük adam olmuş uşaqlar – İbn Sina. Əziz uşaqlar! Böyüklər sizə tez-tez “mənim balam böyük adam olacaq”,- deyirlər. Bu sizin sabahınıza olan inamdan irəli gəlir.",,1.43 AZN,,Yumşaq,https://static.insales-cdn.com/images/products/1/1346/508413250/medium_photo_2020-08-26_11-58-58.jpg
Böyük adam olmuş uşaqlar – Nəsrəddin Tusi,"Böyük adam olmuş uşaqlar – Nəsrəddin Tusi. Əziz uşaqlar! Böyüklər sizə tez-tez “mənim balam böyük adam olacaq”,- deyirlər. Bu sizin sabahınıza olan inamdan irəli gəlir.",5,1.43 AZN,,Yumşaq,https://static.insales-cdn.com/images/products/1/1348/508413252/medium_photo_2020-08-26_11-59-10-680x694.jpg
Böyük adam olmuş uşaqlar – Nizami Gəncəvi,"Böyük adam olmuş uşaqlar – Nizami Gəncəvi. Əziz uşaqlar! Böyüklər sizə tez-tez “mənim balam böyük adam olacaq”,- deyirlər. Bu sizin sabahınıza olan inamdan irəli gəlir.",,1.43 AZN,,Yumşaq,https://static.insales-cdn.com/images/products/1/1351/508413255/medium_photo_2020-08-26_11-59-07-680x696.jpg
Böyük adam olmuş uşaqlar – Həbibi,"Böyük adam olmuş uşaqlar – Həbibi. Əziz uşaqlar! Böyüklər sizə tez-tez “mənim balam böyük adam olacaq”,- deyirlər. Bu sizin sabahınıza olan inamdan irəli gəlir. Bu",5,1.43 AZN,,Yumşaq,https://static.insales-cdn.com/images/products/1/1354/508413258/medium_163-680x695.jpg
Sev,"Kitabda Tamerlan İsmayılzadənin hekayə və sevginamələri toplanıb. “Günlük həyatımızda o qədər maraqlı şey olur ki, onların fərqinə belə varmırıq. Əslində, o qədər diqqət yetirilməli, o",,4 AZN,Tamerlan İsmayılzadə,Yumşaq,https://static.insales-cdn.com/images/products/1/1367/508413271/medium_Sev-Tamerlan-Ismayilzadə.png
Hekayələr. Cek London,"Dünya şöhrətli yazıçı Cek Londonun “Qurd oğlu” və “Şimal Odisseyası” hekayələri Azərbaycan dilində ilk dəfə çap edilir. Hekayələri mərhum müəllim, şair, əruzşünas alim Zülfəli Zülfəliyev",5,3.20 AZN,Cek London,Yumşaq,https://static.insales-cdn.com/images/products/1/1303/508413207/medium_http___kitabal.az_img_books_9451581.jpg
Mari Rojenin Sirri,"Edqar Allan Ponun 1842-ci ildə yazdığı “Mari Rojenin sirri” hekayəsi “Morq küçəsində qətl”in ardı hesab olunur, amma ondan fərqli olaraq real faktlara əsaslanır, sadəcə hadisələr",,3.20 AZN,Edqar Allan Po,Yumşaq,https://static.insales-cdn.com/images/products/1/1311/508413215/medium_http___kitabal.az_img_books_3026917.png
Cins və Xarakter,"XX əsrin əvvəllərində Viyana estetik, erotik və intellektual bir dünya kimi anılır: Freyd və psixoanalizin doğuluş yeri, vals və Sniçlerin romanları kimi. Çandak Senqopta iddia",,9.60 AZN,Otto Vayninger,Yumşaq,https://static.insales-cdn.com/images/products/1/1320/508413224/medium_http___kitabal.az_img_books_8007868.png
Bir İlluziyanın Gələcəyi,"Ziqmund Freyd, 1927-ci ildə çap etdirdiyi bu əsərində, özünün yaratdığı psixoanalitika nəzəriyyəsinin köməyi ilə dini baxışların gələcək inkişaf yolunu izləməyə çalışmışdır. Kitabın araşdırma obyekti xristian",,4 AZN,Sigmund Freud,Yumşaq,https://static.insales-cdn.com/images/products/1/1328/508413232/medium_http___kitabal.az_img_books_7466914.jpg
Uşağımızı Həqiqətdə Necə Sevməliyik?,"Sən övladını sevdiyini bilirsən. Sən məktəbdəki tədbirlərdə iştirak edirsən, fiziki ehtiyaclarının qayğısına qalırsan və yeri gələndə tərbiyə verirsən. Amma uşaqların əksəriyyətinin hətta sevgi dolu evdə",,4.16 AZN,Ros Kempbel,Yumşaq,https://static.insales-cdn.com/images/products/1/4588/512004588/medium_39625.jpg
Valideynlik,,,4.80 AZN,,Paul David Tripp,https://static.insales-cdn.com/images/products/1/6171/512006171/medium_43030.jpg
40 Tədqiqat,"“40 tədqiqat” əsəri insan davranışları, bu mövzuda olan psixoloji araş­dırmaların inkişafı və onların elm aləminə töhfəsi ilə maraqlanan ən geniş oxucu",,11.40 AZN,Rocer R. Hok,Yumşaq,https://static.insales-cdn.com/images/products/1/1430/512009622/medium_64.jpg
Mən sənin yuxunam,"“Vaqifdən danışacağım hər şeyi kitabımda qeyd etmişəm. İçimdə rahatlıq tapdım ki, mən bunu etdim. Mənim bütün ömrümə Vaqif Səmədoğlu adı yazılıb.",,11.40 AZN,,Nüşabə Vəkilova,https://static.insales-cdn.com/images/products/1/2347/514558251/medium_00946519-d178-48ed-a0e0-bf2d1f4b9eba.jfif
Özün həqiqəti,Yaşadığımız dövrdə bizim üçün bir çox məlumatlar və elmi bilgilər əlçatan olmuşdur. Biz rahatlıqla müxtəlif məlumatları əldə edə və bizdən kilometrlərlə uzaqda baş verən hadisədən,,7.60 AZN,Hacı Ramil Bədəlov,Yumşaq,https://static.insales-cdn.com/images/products/1/2731/514558635/medium_1deeb12f-686f-48bc-891b-04e8ad29bea1.jfif
Yeni İl nəğməsi,"Çarlz Dikkensin “Yeni il nəğməsi” novellası təkcə ingiltərədə deyil, bütün dünyada MİLAD BAYRAMI möv¬zu-sunda yazılmış ən məşhur əsərlərdən biridir. Əsər simic, qaraqabaq, qəlbiqara, bədbin bir",,5.61 AZN,Çarlz Dikkens,Yumşaq,https://static.insales-cdn.com/images/products/1/6476/514562380/medium_9eab3723-a4cb-4687-b5e3-9c61b5e4aadf.jfif
Zəmanəmizin qəhrəmanı,"“Zəmanəmizin qəhrəmanı” romanının parlaq obrazı Peçorin dünya ədəbiyyatının ən orijinal, ən xarakterik simalarındandır. Peçorin ziddiyyətlərin qəhrəmanıdır. Onu məntiqlə anlamaq mümkünsüzdür. O, ehtirası ilə barizləşən deyil,",,7.51 AZN,Mixail Lermontov,Yumşaq,https://static.insales-cdn.com/images/products/1/4396/515576108/medium_thumb.png
Qara Şimşək,"Kitabda yer alan qısa hekayələr gənc Arifin hərbiyə, təbiətə, canlılara, xüsusilə də sərhədimizi qorumaqda hərbçilərimizin köməyində <span",,6.40 AZN,Samir Cavadov,Yumşaq,https://static.insales-cdn.com/images/products/1/2589/516057629/medium_QARA_SHIMSEK_qapaq_-_Cover.jpg
İdarəetmə dəyər yaratmaq işidir,"Anar bayramov biznes idarəçisi olmaqla yanaşı biznes təlimçi, biznes konsultant və biznes yazardır. Kitabda yer alan mövzular:",5,16 AZN,Anar Bayramov,Yumşaq,https://static.insales-cdn.com/images/products/1/4930/519230274/medium_20220218_161151.jpg
Riyaziyyat qiymətləndirmə testləri (VII sinif),Riyaziyyat qiymətləndirmə testləri (VII sinif),5,4.80 AZN,Məmmədhüseyn İsmayılov,Yumşaq,https://static.insales-cdn.com/images/products/1/6842/522074810/medium_kitab_2021.jpeg
Keçid\Переход,"AZE:  Müəllif Natəvan Babayeva həkimdir. 26 illik vegeterian təcrübəsinə əsaslanaraq faydalı reseptlər hazırlamış, eyni zamanda uzun",,8.80 AZN,Natəvan Babayeva \ Натаван Бабаева,Yumşaq,https://static.insales-cdn.com/images/products/1/6018/522385282/medium_Uz_qab.jpg
Haydelberq Payızı. Heidelberger Herbst (almanca-azərbaycanca),"Bu kitablar seriyası dil səviyyəsinə görə müəyyən edilmiş söz balansına uyğun olaraq dərəcə-dərəcə, ən asandan ən çətinə doğru sıralanaraq hazırlanmışdır. Bu kitabların əsas xüsusiyyəti odur",,5.23 AZN,Felix & Theo,Yumşaq,https://static.insales-cdn.com/images/products/1/721/525271761/medium_Webp.net-compress-image344.jpg
Qara Ox – The Black Arrow (İngiliscə-Azərbaycanca),"Qara Ox, bir gəncin öz içindəki qəhrəmanlığı kəşf etmə yolunun macəra dolu və həyəcanverici təsviridir. İngiltərədəki “Qızılgüllər Müharibəsi”nin ortasında qalan bu gənc Dik Şeltonun sədaqəti,",,5.04 AZN,Robert Luis Stivenson,Yumşaq,https://static.insales-cdn.com/images/products/1/708/525271748/medium_get-product-image.
Alisa Möcüzələr Diyarında – Alice in Wonderland (İngiliscə-Azərbaycanca),"Alisa möcüzələr ölkəsində dünya uşaq ədəbiyyatının ən məşhur klassiklərindən biri hesab olunur. Bununla birlikdə əsər, yalnız uşaqlara deyil, böyüklərə də xitab edən fantaziya, roman, oyun",,8.07 AZN,Lewis Carroll,Yumşaq,https://static.insales-cdn.com/images/products/1/712/525271752/medium_Alisa-Mocuzələr-Diyarinda-_-Alice-in-Wonderland-Ingiliscə-Azərbaycanca-scaled.jpg
20 min lye su altında – Twenty Thousand Leagues Under the Sea (İngiliscə-Azərbaycanca),"Əsər yazıldığı dövrdə müasir sualtı gəmilər mövcud deyildi. Jül Vernin “20000 lye su altında” romanı, Nautilus adlı sualtı gəmi ilə səyahət edən Kapitan Nemo və",,4.72 AZN,Jul Vern,Yumşaq,https://static.insales-cdn.com/images/products/1/714/525271754/medium_20minlye-scaled.jpg
Şerlok Holms və Hersoqun oğlu – Sherlock Holmes and Duke’s son (İngiliscə-Azərbaycanca),"Bu kitablar seriyası dil səviyyəsinə görə müəyyən edilmiş söz balansına uyğun olaraq dərəcə-dərəcə, ən asandan ən çətinə doğru sıralanaraq hazırlanmışdır. Bu kitabların əsas xüsusiyyəti odur",5,4.75 AZN,Arthur Conan Doyle,Yumşaq,https://static.insales-cdn.com/images/products/1/716/525271756/medium_Webp.net-compress-image358-1.jpg
Milyon Funt Sterlinq Dəyərində Banknot – The Million Pound Banknote (İngiliscə-Azərbaycanca),"San-Fransiskoda adi bir idarədə işləyən Henri, istirahət gününü dəyərləndirmək istəyir və qayıqla dənizə gedir. Ancaq güclü külək onun qayığını okeana sürükləyir. Xoşbəxtlikdən okeanda üzən bir",,4.75 AZN,Mark Twain,Yumşaq,https://static.insales-cdn.com/images/products/1/717/525271757/medium_Webp.net-compress-image359-1.jpg
Gözəl və Bədheybət və başqa nağıllar – “Beauty and the Beast” and other stories (İngiliscə-Azərbaycanca),"Sıx meşənin ortasında qaranlıq bir qəsr yerləşir. Qəsrdə hər kəsin nifrət etdiyi, qorxduğu və öldürməyə çalışdığı Bəbheybət yaşayır. Lakin heç kim onun cadu yolu ilə",,7.12 AZN,,Yumşaq,https://static.insales-cdn.com/images/products/1/719/525271759/medium_gozel-ve-bedhey-scaled.jpg
Tom Soyyerin Macəraları. The Adventures Of Tom Sawyer (ingiliscə-azərbaycanca),Mark Tvenin ən sevilən əsərlərindən biridir. Kitabın mövzusu: Polli adlı xalasının yanında böyüyən bir uşağın macəra yaşamaq həvəsi və sıxıcı həyata dəyişiklik etmək arzusu. Yazardan,,3.60 AZN,Mark Twain,Yumşaq,https://static.insales-cdn.com/images/products/1/723/525271763/medium_Webp.net-compress-image354.jpg
Yerin mərkəzinə səyahət (ingiliscə-azərbaycanca),Elementery -600 words,,4.48 AZN,Jul Vern,Yumşaq,https://static.insales-cdn.com/images/products/1/724/525271764/medium_get-product-image.
Astagəl İlbizin Nağılı,"Bu kitabda F.Tanrılı, R.Baumvol, S.Prokofyeva kimi Azərbaycan və əcnəbi uşaq yazıçılarının bir-birindən maraqlı nağılları toplanmışdır. Bu nağılların seçilməsində uşaqların nitq və anlama-qavrama qabiliyyətini inkişaf etdirmək,",,1.84 AZN,,Bərk,https://static.insales-cdn.com/images/products/1/7621/525704645/medium_reklam-13-200x267.jpg
Bembi (mese nağılı),“Bembi” nağıl-romanı Azərbaycan dilində ilk dəfə Elxan Rəhimovun tərcüməsində 1976-cı ildə nəşr olunub. “Libra kitab”ın yenidən çapa hazırladığı həmin tərcümənin dili nisbətən sadələşdirilib. Oxunması asan,,3.20 AZN,Feliks Salten,Yumşaq,https://static.insales-cdn.com/images/products/1/7664/525704688/medium_bembi-r-1-200x267.jpg
Dostların nağılı,"Kitabda gənc yazıçı Günel Rəcəbin uşaqlar üçün yazdığı nağıllar və hekayələr toplanmışdır. Bir-birindən maraqlı bu nağıl və hekayələrdə balacalar yeni-yeni dünyalara səyahət edəcək, maraqlı əhvalatlarla",,2.40 AZN,Günel Rəcəb,Yumşaq,https://static.insales-cdn.com/images/products/1/7742/525704766/medium_1-12-200x267.jpg
